relativePath,problemClass,status,leftPredicate,rightPredicate,success,equivalent,distance,parseNanos,engineNanos,totalNanos,parseCpuNanos,engineCpuNanos,totalCpuNanos,rawAstNodes,representationUnits,eclasses,enodes,unions,rebuilds,rewriteApplications,iterations,slots,slotMappings,redundantSlots,estimatedBytes,error
"classroom_fol/both/4QyB2bsok5836HNxG_inv7.als","classroom_fol","BOTH","inv7","inv7c",true,false,11,20901470,202581,21117651,14433890,202929,14648349,34,42,40,42,2,1,9,1,0,0,0,6944,""
"classroom_fol/both/4SnRWujdmL3Achaup_inv2.als","classroom_fol","BOTH","inv2","inv2c",true,false,9,14843283,116371,14972054,13299483,116620,13427043,17,27,25,27,2,1,3,1,0,0,0,4356,""
"classroom_fol/both/4WwWkE5awn6EB5tpY_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,33,15891871,682206,16595957,14543519,682688,15246227,76,118,113,118,5,3,33,3,0,0,0,19436,""
"classroom_fol/both/4XHRKpnmDCr9uz6SJ_inv13.als","classroom_fol","BOTH","inv13","inv13c",true,false,15,32979422,197091,33187873,11954520,197350,12161950,30,38,36,38,2,1,10,1,0,0,0,6284,""
"classroom_fol/both/4Xj3gdzDfR6trwdxQ_inv11.als","classroom_fol","BOTH","inv11","inv11c",true,false,27,22603453,7644478,30288741,14358292,503288,14876670,59,91,87,91,4,2,21,2,0,0,0,15066,""
"classroom_fol/both/4YkSm4uiRyJv4BRQ5_inv10.als","classroom_fol","BOTH","inv10","inv10c",true,false,21,19178467,334372,19527359,13361613,334699,13709312,45,56,54,56,2,1,11,1,0,0,0,9404,""
"classroom_fol/both/4ZoKitAc8Qi5Jazet_inv13.als","classroom_fol","BOTH","inv13","inv13c",true,false,26,19104125,364513,19483398,13114147,365019,13492076,44,55,52,55,3,2,16,2,0,0,0,8964,""
"classroom_fol/both/4aMhL2qX5LwCEusXY_inv11.als","classroom_fol","BOTH","inv11","inv11c",true,false,30,17841476,774866,18638952,12597187,775597,13393364,61,109,104,109,5,3,22,3,0,0,0,18006,""
"classroom_fol/both/4beRYubzrb7H3TsZz_inv11.als","classroom_fol","BOTH","inv11","inv11c",true,false,30,25734226,493233,26250810,12083320,493518,12598378,61,98,94,98,4,2,20,2,0,0,0,16284,""
"classroom_fol/both/4dMf2bw7eqhoD58K3_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,35,22493082,590245,23095797,13725742,590618,14326990,77,109,105,109,4,2,29,2,0,0,0,18122,""
"classroom_fol/both/4fAWYf25RLbgCKzdW_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,36,18956455,4197372,23187247,12866144,791217,13688261,76,98,95,98,3,2,27,2,0,0,0,16368,""
"classroom_fol/both/4g8G2qHXAbDJFACM7_inv15.als","classroom_fol","BOTH","inv15","inv15c",true,false,62,24842920,5901815,30765955,14897896,1228654,16146050,94,89,87,89,2,1,29,1,0,0,0,14958,""
"classroom_fol/both/4gPPS4GrotKLGphtw_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,34,24583668,6746452,31343500,13754113,3539766,17305039,77,119,114,119,5,3,32,3,0,0,0,19718,""
"classroom_fol/both/4kLLEXKbhoPP7HXRH_inv12.als","classroom_fol","BOTH","inv12","inv12c",true,false,32,12961079,4084162,17266712,11579322,385257,11992079,57,88,85,88,3,2,16,2,0,0,0,14650,""
"classroom_fol/both/4kZTi5WoLmeBSm3st_inv11.als","classroom_fol","BOTH","inv11","inv11c",true,false,27,23485739,1152259,24653058,10825135,1152845,11990250,59,91,87,91,4,2,21,2,0,0,0,15064,""
"classroom_fol/both/4kj6Pz8QbkTniLvH2_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,39,23370298,5581642,28973311,13233794,4466652,17719866,80,119,114,119,5,3,33,3,0,0,0,19618,""
"classroom_fol/both/4nZ4XjQ5tnchiAdeS_inv3.als","classroom_fol","BOTH","inv3","inv3c",true,false,13,12650127,139891,12801938,11312023,140239,11462442,25,33,31,33,2,1,7,1,0,0,0,5362,""
"classroom_fol/both/4qzCDuYKBA7StwExY_inv11.als","classroom_fol","BOTH","inv11","inv11c",true,false,27,12075962,450784,12564936,12044129,451078,12532017,59,91,87,91,4,2,21,2,0,0,0,15064,""
"classroom_fol/both/4sPprs8NHZGtKqyC3_inv5.als","classroom_fol","BOTH","inv5","inv5c",true,false,5,21888368,172151,22075359,11232352,172359,11418001,15,20,18,20,2,1,5,1,0,0,0,3152,""
"classroom_fol/both/4vc82bvC2MtCybyS8_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,23,12181673,7198005,19393968,12177809,637648,12826997,69,90,87,90,3,2,25,2,0,0,0,15072,""
"classroom_fol/both/54pYy56jC2GL4m7cr_inv4.als","classroom_fol","BOTH","inv4","inv4c",true,false,6,21995128,339832,22346700,10460026,340398,10810484,23,24,22,24,2,1,9,1,0,0,0,3870,""
"classroom_fol/both/54wZHCjxWuFgfmbKY_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,37,13478093,1287900,14790163,13353013,1288885,14663638,77,109,105,109,4,2,29,2,0,0,0,18122,""
"classroom_fol/both/56pyd9EgYmrdvcg8i_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,45,12711457,1445691,14169388,12693586,1446094,14150250,79,139,133,139,6,4,33,4,0,0,0,22882,""
"classroom_fol/both/57ZKEEazrkqAn7A9R_inv9.als","classroom_fol","BOTH","inv9","inv9c",true,false,8,13270201,466294,13759915,11910860,466678,12398878,29,42,40,42,2,1,8,1,0,0,0,6932,""
"classroom_fol/both/57fnwSMq3BkH5rAZ2_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,33,14918974,608504,15539488,12643627,608767,13262794,75,96,93,96,3,2,27,2,0,0,0,16034,""
"classroom_fol/both/58YhdC4SywuaPucrK_inv14.als","classroom_fol","BOTH","inv14","inv14c",true,false,36,21666865,1534451,23216727,12535107,1531163,14080020,72,115,110,115,5,3,28,3,0,0,0,19006,""
"classroom_fol/both/5Bz33eYmGLnEjJq4u_inv13.als","classroom_fol","BOTH","inv13","inv13c",true,false,25,13914796,3753049,17679845,12553216,364867,12927993,42,52,50,52,2,1,15,1,0,0,0,8712,""
